# ZTF Solar System Marshal CHECK_FMO output
# started at 2018-05-12 02:42:21+0000
# start_date                    = 20171001
# end_date                      = 20180510
# min motion rate (arcsec/sec)  = 0.16666666666666666
# limiting magnitude            = 21.0
# max uncertainty limit         = 60.0
#   object    date UT  filter   rate    sundist   geodist  vmag   ecllat  unc range	fracday      
#                              [''/s]     [AU]      [AU]          [deg]      ['']  	      
  2018 CA2   20180209   zr   0.243735   1.0170    0.0331  20.07 20.5270    0.5572  	344861
  2018 CA2   20180209   zr   0.244898   1.0170    0.0331  20.07 20.4602    0.5311  	359687
  2018 CA2   20180209   zr   0.244938   1.0170    0.0331  20.07 20.4580    0.5304  	360185
  2018 CA2   20180209   zr   0.246527   1.0169    0.0330  20.06 20.3703    0.5135  	379479
  2018 CA2   20180209   zr   0.246819   1.0169    0.0330  20.06 20.3545    0.5130  	382940
  2018 CA2   20180209   zr   0.248141   1.0169    0.0330  20.06 20.2842    0.5177  	398275
  2018 CA2   20180211   zr   0.324323   1.0137    0.0288  19.72  9.9857    0.9498  	361215
  2018 CA2   20180211   zr   0.326271   1.0137    0.0288  19.71  9.7946    0.9606  	391910
  2018 CA2   20180211   zr   0.326336   1.0137    0.0288  19.71  9.7885    0.9611  	392894
  2018 CA2   20180211   zr   0.327763   1.0136    0.0288  19.71  9.6554    0.9938  	414155
  2018 CB2   20180211   zr   1.273220   0.9990    0.0167  18.16 43.8293    2.3185  	400312
  2018 CB2   20180211   zr   1.271587   0.9989    0.0167  18.17 44.4514    2.3926  	421586
  2018 CC2   20180205   zr   0.190840   1.0589    0.0798  20.46 21.4706    4.3327  	217650
  2018 CC2   20180205   zr   0.190832   1.0589    0.0797  20.46 21.4729    4.3314  	218148
  2018 CC2   20180205   zr   0.190464   1.0588    0.0797  20.46 21.5678    4.2731  	238935
  2018 CC2   20180205   zr   0.190394   1.0588    0.0797  20.46 21.5858    4.2619  	242894
  2018 CC2   20180205   zr   0.190096   1.0587    0.0796  20.46 21.6624    4.2164  	259699
  2018 CC2   20180205   zr   0.190017   1.0587    0.0796  20.46 21.6829    4.2048  	264190
  2018 CC2   20180205   zr   0.189677   1.0586    0.0796  20.46 21.7730    4.1539  	284005
  2018 CC2   20180205   zr   0.189668   1.0586    0.0796  20.46 21.7752    4.1525  	284491
  2018 CC2   20180205   zr   0.189652   1.0586    0.0796  20.46 21.7797    4.1503  	285475
  2018 CC2   20180205   zr   0.189368   1.0585    0.0795  20.46 21.8588    4.1087  	302859
  2018 CC2   20180205   zr   0.189361   1.0585    0.0795  20.46 21.8610    4.1078  	303391
  2018 CC2   20180205   zr   0.189079   1.0584    0.0795  20.46 21.9462    4.0662  	322188
  2018 CC2   20180206   zr   0.201121   1.0545    0.0775  20.53 26.2474    2.2101  	237963
  2018 CC2   20180206   zr   0.201110   1.0545    0.0775  20.53 26.2498    2.2087  	238449
  2018 CC2   20180206   zr   0.200621   1.0544    0.0774  20.54 26.3524    2.1626  	259780
  2018 CC2   20180206   zr   0.200610   1.0544    0.0774  20.54 26.3547    2.1613  	260278
  2018 CC2   20180206   zr   0.200161   1.0543    0.0774  20.54 26.4501    2.1245  	280162
  2018 CC2   20180206   zr   0.200150   1.0543    0.0774  20.54 26.4525    2.1245  	280648
  2018 CC2   20180206   zr   0.199638   1.0542    0.0773  20.54 26.5664    2.0913  	304398
  2018 CC2   20180206   zr   0.199597   1.0542    0.0773  20.54 26.5758    2.0887  	306424
  2018 CC2   20180206   zr   0.199233   1.0541    0.0773  20.54 26.6631    2.0730  	324711
  2018 CC2   20180206   zr   0.199224   1.0541    0.0773  20.54 26.6655    2.0727  	325208
  2018 CC2   20180207   zr   0.208708   1.0501    0.0758  20.63 31.2739    0.8266  	262060
  2018 CC2   20180207   zr   0.208106   1.0500    0.0757  20.63 31.3802    0.8290  	283414
  2018 CC2   20180207   zr   0.207359   1.0499    0.0757  20.64 31.5180    0.8712  	311134
  2018 CC2   20180207   zr   0.206808   1.0498    0.0757  20.64 31.6277    0.9338  	333275
  2018 CF2   20180207   zr   0.540196   0.9890    0.0053  19.12 51.7660    1.2549  	484086
  2018 CF2   20180207   zr   0.490183   0.9892    0.0055  19.21 51.5931    1.4415  	516528
  2018 CF2   20180207   zr   0.476080   0.9892    0.0056  19.23 51.5432    1.4991  	526007
  2018 CF2   20180207   zr   0.451083   0.9893    0.0057  19.28 51.4538    1.6023  	543218
  2018 CH2   20180211   zr   0.732553   0.9954    0.0092  19.17 22.4740    2.2836  	303391
  2018 CH2   20180211   zr   0.746265   0.9953    0.0091  19.14 22.4206    2.3798  	321088
  2018 CH2   20180211   zr   0.762049   0.9953    0.0090  19.12 22.3593    2.4891  	340174
  2018 CH2   20180211   zr   0.790730   0.9952    0.0089  19.07 22.2482    2.6837  	372083
  2018 CJ2   20180206   zr   1.040154   1.0043    0.0203  17.98 -13.4362  23.1190  	211725
  2018 CJ2   20180206   zr   1.037285   1.0044    0.0203  17.98 -12.9671  22.7430  	230532
  2018 CJ2   20180206   zr   1.034098   1.0044    0.0203  17.97 -12.4740  22.3466  	250370
  2018 CJ2   20180206   zr   1.030578   1.0045    0.0204  17.97 -11.9570  21.9315  	271227
  2018 CJ2   20180207   zr   0.796900   1.0074    0.0232  18.22  8.7784    7.1319  	202025
  2018 CJ2   20180207   zr   0.796527   1.0074    0.0232  18.22  8.7972    7.1203  	203021
  2018 CJ2   20180207   zr   0.792020   1.0074    0.0233  18.23  9.0233    6.9826  	214873
  2018 CJ2   20180207   zr   0.780460   1.0075    0.0234  18.25  9.5962    6.6396  	245232
  2018 CJ2   20180207   zr   0.775942   1.0076    0.0235  18.26  9.8180    6.5092  	257106
  2018 CJ2   20180207   zr   0.763002   1.0077    0.0236  18.28 10.4498    6.1451  	291331
  2018 CR2   20180216   zr   0.205624   1.0150    0.0612  20.80 25.4059    1.3688  	496343
  2018 CR2   20180216   zr   0.205641   1.0150    0.0612  20.80 25.4016    1.3665  	497326
  2018 CR2   20180216   zr   0.205650   1.0150    0.0612  20.80 25.3994    1.3654  	497824
  2018 CR2   20180216   zr   0.206027   1.0150    0.0612  20.80 25.3080    1.3209  	518600
  2018 CR2   20180216   zr   0.206045   1.0150    0.0612  20.80 25.3036    1.3189  	519595
  2018 CR2   20180216   zr   0.206063   1.0150    0.0612  20.80 25.2993    1.3168  	520579
  2018 CR2   20180216   zr   0.206441   1.0150    0.0611  20.80 25.2099    1.2893  	540833
  2018 CR2   20180216   zr   0.206460   1.0150    0.0611  20.80 25.2056    1.2879  	541829
  2018 CR2   20180216   zr   0.206488   1.0150    0.0611  20.80 25.1990    1.2865  	543310
  2018 CS2   20180211   zr   0.206022   1.0071    0.0391  20.97 52.4880    0.7519  	452732
  2018 CS2   20180211   zr   0.206025   1.0071    0.0391  20.97 52.4877    0.7519  	453229
  2018 CS2   20180211   zr   0.206028   1.0071    0.0391  20.97 52.4873    0.7517  	453715
  2018 CS2   20180211   zr   0.206021   1.0072    0.0390  20.97 52.4698    0.7440  	476655
  2018 CS2   20180211   zr   0.205979   1.0072    0.0390  20.96 52.4654    0.7430  	482211
  2018 CS2   20180211   zr   0.205319   1.0072    0.0390  20.96 52.4350    0.7374  	518762
  2018 CS2   20180216   zr   0.219419   1.0160    0.0382  20.43 43.4746    1.4129  	370046
  2018 CS2   20180218   zg   0.203097   1.0190    0.0398  20.42 37.6536    1.4348  	353519
  2018 CV2   20180206   zr   0.500820   1.0296    0.0441  19.52 -2.6271   54.0797  	296505
  2018 CV2   20180206   zr   0.499373   1.0297    0.0441  19.51 -2.4311   53.3457  	316319
  2018 CV2   20180206   zr   0.496515   1.0299    0.0443  19.50 -2.0752   52.0218  	352488
  2018 CV2   20180206   zr   0.496309   1.0299    0.0443  19.50 -2.0509   51.9320  	354954
  2018 CV2   20180206   zr   0.494589   1.0300    0.0443  19.50 -1.8532   51.2025  	375023
  2018 CV2   20180207   zr   0.423436   1.0339    0.0480  19.58  6.6242   24.3464  	299757
  2018 CV2   20180207   zr   0.421633   1.0340    0.0481  19.59  6.7714   23.9272  	317454
  2018 CV2   20180207   zr   0.421531   1.0340    0.0481  19.59  6.7796   23.9038  	318449
  2018 CV2   20180207   zr   0.419764   1.0341    0.0482  19.60  6.9188   23.5120  	335278
  2018 CV2   20180207   zr   0.419553   1.0341    0.0482  19.60  6.9352   23.4663  	337245
  2018 CV2   20180207   zr   0.417573   1.0342    0.0483  19.61  7.0858   23.0479  	355567
  2018 CV2   20180209   zr   0.275023   1.0423    0.0597  20.71 19.9145    1.3209  	264595
  2018 CV2   20180209   zr   0.274980   1.0423    0.0597  20.71 19.9171    1.3173  	265093
  2018 CV2   20180209   zr   0.273868   1.0423    0.0598  20.71 19.9835    1.2518  	277778
  2018 CV2   20180209   zr   0.273824   1.0423    0.0598  20.71 19.9860    1.2496  	278275
  2018 CV2   20180209   zr   0.271524   1.0424    0.0600  20.73 20.1178    1.1450  	303623
  2018 CV2   20180209   zr   0.270974   1.0424    0.0600  20.73 20.1484    1.1268  	309549
  2018 CV2   20180209   zr   0.269532   1.0425    0.0601  20.74 20.2270    1.0937  	324873
  2018 CV2   20180209   zr   0.269108   1.0425    0.0601  20.74 20.2499    1.0865  	329317
  2018 CV2   20180209   zr   0.268627   1.0425    0.0602  20.74 20.2755    1.0813  	334306
  2018 CV2   20180209   zr   0.268568   1.0425    0.0602  20.74 20.2786    1.0805  	334838
  2018 CW2   20180207   zr   0.183640   1.0421    0.0597  20.68 21.2283    5.6336  	264572
  2018 CW2   20180207   zr   0.184150   1.0421    0.0596  20.68 21.2292    5.5867  	277940
  2018 CW2   20180209   zr   0.225412   1.0361    0.0538  20.54 21.0603    1.1400  	244259
  2018 CW2   20180209   zr   0.226175   1.0360    0.0537  20.54 21.0545    1.0608  	264595
  2018 CW2   20180209   zr   0.226598   1.0360    0.0537  20.54 21.0503    1.0142  	278275
  2018 CW2   20180209   zr   0.227299   1.0359    0.0536  20.54 21.0396    0.9403  	310046
  2018 CW2   20180209   zr   0.227489   1.0358    0.0536  20.54 21.0342    0.9250  	324873
  2018 CW2   20180209   zr   0.227568   1.0358    0.0535  20.54 21.0304    0.9223  	334838
  2018 CW2   20180211   zr   0.260617   1.0298    0.0498  20.62 20.0633    1.2123  	177801
  2018 CW2   20180211   zr   0.261605   1.0297    0.0497  20.63 20.0481    1.1882  	198160
  2018 CW2   20180211   zr   0.261627   1.0297    0.0497  20.63 20.0477    1.1882  	198646
  2018 CW2   20180211   zr   0.262267   1.0296    0.0497  20.63 20.0358    1.1803  	214167
  2018 CW2   20180211   zr   0.263557   1.0295    0.0496  20.63 19.9987    1.2219  	259676
  2018 CW2   20180211   zr   0.263575   1.0295    0.0496  20.63 19.9978    1.2240  	260660
  2018 CW2   20180211   zr   0.263937   1.0293    0.0496  20.64 19.9581    1.3595  	305856
  2018 CW2   20180211   zr   0.263888   1.0293    0.0495  20.64 19.9478    1.4046  	317130
  2018 CW2   20180211   zr   0.263881   1.0293    0.0495  20.64 19.9469    1.4092  	318125
  2018 CW2   20180211   zr   0.263645   1.0292    0.0495  20.64 19.9276    1.4984  	338692
  2018 CY2   20180216   zr   0.383709   1.0230    0.0504  17.93 44.5924    0.8725  	426563
  2018 CY2   20180216   zr   0.383666   1.0230    0.0504  17.93 44.5969    0.8731  	427060
  2018 CY2   20180216   zr   0.381634   1.0230    0.0505  17.94 44.8134    0.8786  	450764
  2018 CY2   20180216   zr   0.381592   1.0230    0.0505  17.94 44.8179    0.8786  	451262
  2018 CY2   20180216   zr   0.380376   1.0229    0.0505  17.95 44.9524    0.8848  	466042
  2018 CY2   20180216   zr   0.380297   1.0229    0.0505  17.95 44.9613    0.8854  	467026
  2018 CY2   20180216   zr   0.379043   1.0229    0.0505  17.95 45.1056    0.8922  	482940
  2018 CY2   20180217   zg   0.335345   1.0202    0.0538  18.30 53.4007    1.0005  	437141
  2018 CZ2   20180224   zi   0.167997   1.0744    0.1130  18.61 33.1613    0.6734  	503414
  2018 CZ2   20180224   zi   0.169006   1.0740    0.1127  18.61 33.2642    0.6755  	537199
  2018 CZ2   20180225   zi   0.191331   1.0647    0.1057  18.56 36.2009    0.7403  	433009
  2018 CZ2   20180225   zi   0.191504   1.0646    0.1057  18.56 36.2360    0.7410  	443380
  2018 CZ2   20180225   zi   0.191521   1.0646    0.1057  18.56 36.2393    0.7410  	444387
  2018 CZ2   20180225   zi   0.192853   1.0640    0.1052  18.56 36.4345    0.7468  	502164
  2018 CZ2   20180225   zi   0.192868   1.0640    0.1052  18.56 36.4362    0.7468  	502650
  2018 CZ2   20180225   zi   0.193957   1.0637    0.1050  18.56 36.5519    0.7504  	536852
  2018 CZ2   20180225   zi   0.193992   1.0637    0.1050  18.56 36.5552    0.7504  	537836
  2018 CZ2   20180225   zi   0.194297   1.0636    0.1049  18.56 36.5839    0.7518  	546296
  2018 CZ2   20180305   zr   0.309837   0.9825    0.0827  19.63 54.7347    2.2053  	492650
  2018 CZ2   20180305   zr   0.308917   0.9823    0.0828  19.64 54.6888    2.2093  	514271
  2018 CZ2   20180305   zr   0.308137   0.9821    0.0828  19.65 54.6449    2.2124  	534502
  2018 CZ2   20180307   zr   0.253942   0.9621    0.0914  20.38 48.6518    2.4475  	548542
  2018 CC3   20180208   zr   0.736509   1.0021    0.0195  19.94 -7.6188   37.2099  	156771
  2018 CC3   20180208   zr   0.736105   1.0021    0.0195  19.94 -7.6025   37.1568  	158310
  2018 CC3   20180208   zr   0.735702   1.0021    0.0195  19.94 -7.5862   37.1038  	159850
  2018 CC3   20180209   zr   0.527435   1.0076    0.0229  19.87  1.9996   10.0002  	200544
  2018 CC3   20180209   zr   0.523414   1.0077    0.0230  19.87  2.1209    9.7688  	216308
  2018 CC3   20180209   zr   0.518216   1.0078    0.0231  19.87  2.2847    9.4671  	237812
  2018 CC3   20180209   zr   0.511143   1.0080    0.0232  19.88  2.5251    9.0462  	269861
  2018 CC3   20180211   zr   0.244824   1.0189    0.0333  20.41 13.0693    1.0783  	278738
  2018 CC3   20180211   zr   0.242690   1.0190    0.0334  20.42 13.1327    1.0628  	297454
  2018 CC3   20180211   zr   0.242268   1.0190    0.0334  20.42 13.1459    1.0628  	301412
  2018 CC3   20180211   zr   0.239900   1.0192    0.0335  20.43 13.2261    1.0791  	325532
  2018 CC3   20180211   zr   0.238887   1.0192    0.0336  20.43 13.2644    1.0996  	337211
  2018 CC3   20180211   zr   0.236314   1.0194    0.0338  20.45 13.3802    1.2028  	373067
  2018 CE3   20180209   zr   0.294457   1.0153    0.0297  20.91 15.6090    6.8432  	256204
  2018 CE3   20180209   zr   0.294433   1.0153    0.0297  20.91 15.6111    6.8299  	257199
  2018 CE3   20180209   zr   0.293960   1.0152    0.0297  20.91 15.6731    6.4677  	286273
  2018 CE3   20180209   zr   0.293953   1.0152    0.0297  20.91 15.6752    6.4556  	287257
  2018 CE3   20180209   zr   0.293927   1.0152    0.0297  20.91 15.7074    6.2730  	302593
  2018 CE3   20180209   zr   0.293933   1.0152    0.0297  20.91 15.7106    6.2558  	304120
  2018 CE3   20180209   zr   0.294244   1.0152    0.0296  20.91 15.7616    5.9834  	328819
  2018 CE3   20180209   zr   0.294287   1.0152    0.0296  20.91 15.7657    5.9624  	330822
  2018 CE3   20180209   zr   0.294606   1.0151    0.0296  20.91 15.7903    5.8418  	342870
  2018 CE3   20180209   zr   0.294835   1.0151    0.0296  20.91 15.8043    5.7774  	349803
  2018 CF3   20180209   zr   0.220361   1.0227    0.0385  20.80 18.1880    4.8092  	305602
  2018 CF3   20180209   zr   0.220511   1.0227    0.0385  20.79 18.2037    4.8205  	319850
  2018 CF3   20180209   zr   0.220986   1.0226    0.0384  20.79 18.2293    4.8525  	343368
  2018 CF3   20180209   zr   0.221505   1.0225    0.0383  20.79 18.2471    4.8842  	360185
  2018 CF3   20180209   zr   0.222289   1.0224    0.0383  20.79 18.2673    4.9286  	379479
  2018 CF3   20180211   zr   0.314196   1.0150    0.0323  20.74 20.4919    1.9657  	388461
  2018 CF3   20180211   zr   0.315391   1.0149    0.0322  20.74 20.5113    1.7160  	412674
  2018 CR3   20180211   zr   0.382523   1.0210    0.0366  19.72 -12.7546   0.9167  	265509
  2018 CR3   20180211   zr   0.387173   1.0208    0.0364  19.72 -12.8036   0.9036  	286632
 2018 CU13   20180216   zr   0.216223   1.0283    0.0445  20.90 25.6454    1.8893  	360428
 2018 CU13   20180216   zr   0.216256   1.0283    0.0445  20.90 25.6482    1.8917  	361412
 2018 CU13   20180216   zr   0.217847   1.0281    0.0444  20.89 25.7529    2.0505  	399062
 2018 CU13   20180217   zg   0.266318   1.0233    0.0402  20.80 28.6759    2.0400  	339282
 2018 CU13   20180217   zg   0.266331   1.0233    0.0402  20.80 28.6775    2.0376  	339780
 2018 CU13   20180217   zg   0.266948   1.0232    0.0402  20.80 28.7410    1.9621  	359757
 2018 CU13   20180217   zg   0.267097   1.0232    0.0401  20.80 28.7538    1.9493  	363808
 2018 CU13   20180217   zg   0.267696   1.0231    0.0401  20.80 28.7993    1.9152  	378113
 2018 CU13   20180217   zg   0.267765   1.0231    0.0401  20.80 28.8041    1.9116  	379711
 2018 CU13   20180217   zg   0.268747   1.0230    0.0400  20.80 28.8644    1.8922  	398750
 2018 CU13   20180217   zg   0.270770   1.0229    0.0399  20.79 28.9626    1.9229  	430208
 2018 CU13   20180217   zg   0.271682   1.0228    0.0398  20.79 29.0000    1.9541  	442257
 2018 CU13   20180218   zg   0.327266   1.0183    0.0363  20.75 32.1654    3.0159  	365590
 2018 CU13   20180218   zg   0.328024   1.0182    0.0363  20.75 32.2258    2.8501  	383565
 2018 CU14   20180221   zg   0.175373   1.0071    0.0207  20.74 15.6725    0.9610  	438090
 2018 CU14   20180221   zg   0.175397   1.0071    0.0207  20.74 15.6736    0.9594  	438576
 2018 CU14   20180224   zi   0.303643   1.0008    0.0159  20.71 24.2026    1.2105  	433889
 2018 CU14   20180224   zi   0.304065   1.0007    0.0159  20.71 24.2642    1.3040  	455185
 2018 CU14   20180224   zi   0.305189   1.0007    0.0159  20.71 24.3309    1.4456  	478507
 2018 CU14   20180224   zi   0.306968   1.0006    0.0159  20.71 24.3960    1.6106  	501447
 2018 CU14   20180224   zi   0.311595   1.0005    0.0158  20.71 24.5078    1.9269  	541169
 2018 CU14   20180225   zi   0.350510   0.9987    0.0149  20.81 27.3818    1.3418  	445868
 2018 CU14   20180225   zi   0.350737   0.9986    0.0148  20.81 27.4670    1.5247  	476771
 2018 CU14   20180225   zi   0.350874   0.9986    0.0148  20.81 27.4791    1.5564  	481215
 2018 CU14   20180225   zi   0.353321   0.9985    0.0148  20.82 27.5873    1.8801  	521470
  2018 DA    20180224   zi   0.425990   1.0201    0.0349  18.30 -0.6089    0.9244  	200833
  2018 DA    20180224   zi   0.426153   1.0201    0.0349  18.30 -0.6111    0.9243  	201991
  2018 DA    20180224   zi   0.429731   1.0199    0.0348  18.30 -0.6627    0.9446  	230243
  2018 DA    20180224   zi   0.429849   1.0199    0.0348  18.30 -0.6645    0.9468  	231227
  2018 DA    20180224   zi   0.430956   1.0198    0.0348  18.30 -0.6825    0.9664  	240810
  2018 DA    20180224   zi   0.431083   1.0198    0.0348  18.30 -0.6846    0.9688  	241956
  2018 DA    20180224   zi   0.432268   1.0197    0.0347  18.30 -0.7053    0.9978  	253079
  2018 DA    20180224   zi   0.432422   1.0197    0.0347  18.30 -0.7081    1.0018  	254560
  2018 DA    20180224   zi   0.434105   1.0196    0.0346  18.31 -0.7409    1.0618  	271910
  2018 DA    20180224   zi   0.435508   1.0195    0.0346  18.31 -0.7720    1.1292  	288218
  2018 DA    20180224   zi   0.435865   1.0195    0.0346  18.31 -0.7806    1.1486  	292697
  2018 DA    20180224   zi   0.436092   1.0194    0.0345  18.31 -0.7863    1.1620  	295660
